Id,Title, Budget , Revenue ,Original Language,Popularity,Production Countries,Production Companies,Genre 1,Genre 2,Genre 3,Genre 4,Release Date,Runtime,Status,Tagline,Vote Average,Vote Count,,,,,,
11096,Hide and Seek,"$25,000,000.00 ","$122,644,820.00 ",en,6.102059,  United States of America, Twentieth Century Fox Film Corporation,Horror,Mystery,Thriller,,1/27/2005,101,Released,"Come out, come out, whatever you are.",6.1,455,,,,,,
8968,Boogeyman,"$20,000,000.00 ","$67,192,859.00 ",en,9.704289,  United States of America, Ghost House Pictures,Thriller,Horror,Drama,Mystery,2/4/2005,89,Released,You thought it was just a story.,4.6,194,,,,,,
6961,The Wedding Date,"$15,000,000.00 ","$47,175,038.00 ",en,5.615303,  United States of America,  Films,Comedy,Romance,,,2/4/2005,88,Released,Love doesn't come cheap.,6.2,238,,,,,,
2436,Double Dragon,"$3,500,000.00 ","$2,341,309.00 ",en,5.190767,  United States of America, Gramercy Pictures,Action,Adventure,Comedy,Science,11/4/1994,89,Released,Power. Justice. Darkness. Light.,3.9,65,,,,,,
4935,Howl's Moving Castle,"$24,000,000.00 ","$234,710,455.00 ",ja,16.136048,  Japan, Studio Ghibli,Fantasy,Animation,Adventure,,11/19/2004,119,Released,The two lived there,8.2,2049,,,,,,
193704,Assisted Living,$500.00 ,$41.00 ,en,0.261278,  United States of America,,Comedy,Drama,,,2/2/2005,78,Released,,7.5,1,,,,,,
8488,Hitch,"$70,000,000.00 ","$368,100,420.00 ",en,13.35076,  United States of America, Columbia Pictures Corporation,Comedy,Drama,Romance,,2/10/2005,118,Released,The cure for the common man.,6.3,1721,,,,,,
12228,Inside Deep Throat,"$2,000,000.00 ","$653,621.00 ",en,3.21768,  United States of America,,History,Documentary,,,2/11/2005,92,Released,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,6.8,31,,,,,,
561,Constantine,"$100,000,000.00 ","$230,884,728.00 ",en,9.615691,  Germany, Village Roadshow Pictures,Drama,Fantasy,Horror,,2/8/2005,121,Released,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",6.6,1837,,,,,,
17880,Because of Winn-Dixie,"$14,000,000.00 ","$32,645,546.00 ",en,6.067722,  United States of America, Twentieth Century Fox Film Corporation,Comedy,Drama,Family,,2/18/2005,106,Released,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,6.1,63,,,,,,
3040,Night Watch,"$4,200,000.00 ","$32,000,000.00 ",ru,8.803869,  Russia, Bazelevs Production,Fantasy,Action,Thriller,,6/27/2004,114,Released,All That Stands Between Light And Darkness Is The Night Watch.,6.3,212,,,,,,
29993,Samson and Delilah,"$3,000,000.00 ","$11,500,000.00 ",en,2.528638,  United States of America, Paramount Pictures,Drama,Romance,,,12/21/1949,128,Released,HISTORY'S MOST BEAUTIFUL AND TREACHEROUS WOMAN!,6.1,32,,,,,,
9470,Kung Fu Hustle,"$20,000,000.00 ","$100,914,445.00 ",cn,8.636632,  China, Columbia Pictures,Action,Comedy,Crime,Fantasy,2/10/2004,99,Released,So many gangsters...so little time.,7.2,841,,,,,,
10012,Cursed,"$35,000,000.00 ","$19,294,901.00 ",en,8.949722,  Germany, Craven-Maddalena Films,Horror,Comedy,,,2/25/2005,97,Released,What doesn't kill you makes you stronger.,5.1,168,,,,,,
10022,The Pacifier,"$56,000,000.00 ","$113,006,880.00 ",en,7.81645,  Canada, Walt Disney Pictures,Action,Comedy,Drama,Family,3/4/2005,95,Released,Welcome to the infantry.,5.8,865,,,,,,
4551,Be Cool,"$53,000,000.00 ","$95,226,116.00 ",en,13.314233,  United States of America, Double Feature Films,Comedy,Crime,,,3/4/2005,118,Released,Everyone is looking for the next big hit,5.4,296,,,,,,
2026,Hostage,"$52,000,000.00 ","$77,944,725.00 ",en,9.686638,  Germany, Miramax Films,Mystery,Drama,Thriller,Crime,3/10/2005,113,Released,Every Second Counts,6.2,519,,,,,,
9928,Robots,"$75,000,000.00 ","$260,696,994.00 ",en,12.949715,  United States of America, Blue Sky Studios,Animation,Comedy,Family,Science,3/10/2005,91,Released,You can shine no matter what you're made of.,6,1383,,,,,,
76264,Bopha!,"$12,000,000.00 ","$212,483.00 ",en,0.074126,  United States of America,,Drama,,,,9/16/1993,120,Released,,0,0,,,,,,
33539,Once Upon a Forest,"$13,000,000.00 ","$6,582,052.00 ",en,3.14419,  United Kingdom, Twentieth Century Fox Film Corporation,Animation,Family,Adventure,,6/18/1993,71,Released,An Adventurous Race Against Time!,6.2,24,,,,,,
22377,The Green Berets,"$7,000,000.00 ","$11,000,000.00 ",en,9.391981,  United States of America, Batjac Productions,War,Drama,,,7/4/1968,142,Released,A special force in a special kind of hell!,5.8,34,,,,,,
13374,Ice Princess,"$25,000,000.00 ","$27,645,491.00 ",en,9.313354,  United States of America, Walt Disney Pictures,Drama,Comedy,Family,,3/17/2005,98,Released,,5.9,189,,,,,,
11638,Guess Who,"$35,000,000.00 ","$68,915,888.00 ",en,6.71898,  United States of America, Columbia Pictures,Comedy,Romance,,,3/25/2005,105,Released,His house. His rules. Some in-laws were made to be broken.,5.5,230,,,,,,
44634,Woman Thou Art Loosed,"$3,000,000.00 ","$6,804,016.00 ",en,0.129004,  United States of America,,Drama,,,,9/30/2004,94,Released,,5,3,,,,,,
28448,Walker,"$5,800,000.00 ","$257,043.00 ",en,1.799311,  Spain, In-Cine Compania Industrial Cinematografica,Drama,History,Western,,12/4/1987,94,Released,,6.4,16,,,,,,
17113,The Ballad of Jack and Rose,"$1,500,000.00 ","$712,294.00 ",en,4.173231,  United States of America, Elevation Filmworks,Drama,,,,3/25/2005,111,Released,"Selfhood begins with a walking away, and love is proved in the letting go.",6.5,43,,,,,,
187,Sin City,"$40,000,000.00 ","$158,733,820.00 ",en,15.010525,  United States of America, Dimension Films,Action,Thriller,Crime,,4/1/2005,124,Released,Walk down the right back alley in Sin City and you can find anything...,7.2,2755,,,,,,
14177,Beauty Shop,"$25,000,000.00 ","$36,351,350.00 ",en,6.795949,  United States of America, Metro-Goldwyn-Mayer (MGM),Comedy,Romance,,,6/2/2005,105,Released,A Cut Above,5.4,118,,,,,,
7364,Sahara,"$130,000,000.00 ","$119,269,486.00 ",en,8.946243,  Germany, Paramount Pictures,Action,Adventure,Comedy,Drama,4/6/2005,124,Released,Dirk Pitt. Adventure has a new name.,5.7,440,,,,,,
11431,Fever Pitch,"$30,000,000.00 ","$50,451,307.00 ",en,6.734065,  Germany, Fox  Pictures,Comedy,Drama,Romance,,4/6/2005,103,Released,A Comedy About The Game of Love.,5.9,186,,,,,,
16551,Rhinestone,"$28,000,000.00 ","$21,435,321.00 ",en,5.415639,  United States of America, Twentieth Century Fox Film Corporation,Comedy,,,,6/22/1984,111,Released,"She's bet everything, and we mean everything, that she can turn this New York cabbie into an overnight sensation. He has other things in mind. But he's never had a trainer like this one!",4.9,33,,,,,,
14689,Hawaii,"$15,000,000.00 ","$34,562,222.00 ",en,3.210693,  United States of America, The Mirisch Corporation,Drama,Adventure,Romance,,10/10/1966,189,Released,James Michener's novel reaches the screen.,5.8,13,,,,,,
84084,Wilson,"$2,995,000.00 ","$2,000,000.00 ",en,0.773081,  United States of America, Twentieth Century Fox Film Corporation,Romance,Drama,History,Music,8/1/1944,154,Released,"DRAMA AND SPECTACLE UNPARALLELED! ENTERTAINMENT UNDREAMED OF! 12,000 PLAYERS! 200 MIGHTY SCENES! TOLD TO THE TUNE OF 87 BELOVED SONGS!",5.5,2,,,,,,
7453,The Hitchhiker's Guide to the Galaxy,"$50,000,000.00 ","$104,478,416.00 ",en,13.257255,  United States of America, Spyglass Entertainment,Adventure,Comedy,Family,Science,1/15/2005,109,Released,Don't leave Earth without it.,6.6,1340,,,,,,
10065,The Amityville Horror,"$19,000,000.00 ","$108,047,131.00 ",en,13.088552,  United States of America, Platinum Dunes,Horror,Thriller,Drama,,4/15/2005,90,Released,What happened over the next 28 days has never been explained.,6,606,,,,,,
9393,Before the Fall,"$4,500,000.00 ","$3,764,219.00 ",de,5.69684,  Germany, Constantin Film,Drama,,,,7/4/2004,117,Released,Men make history. We make the men.,7.3,74,,,,,,
16972,The Frisco Kid,"$9,200,000.00 ","$9,346,177.00 ",en,7.085212,  United States of America, Warner Bros.,Western,Comedy,,,7/6/1979,114,Released,,6,38,,,,,,
8976,A Lot Like Love,"$30,000,000.00 ","$42,886,719.00 ",en,10.596719,  United States of America, Mile High Productions,Comedy,,,,4/22/2005,107,Released,There's nothing better than a great romance... to ruin a perfectly good friendship.,6.5,329,,,,,,
11679,xXx: State of the Union,"$60,000,000.00 ","$71,073,932.00 ",en,19.144611,  United States of America, Original Film,Action,Adventure,Crime,Drama,4/27/2005,101,Released,Prepare for the next level,4.7,565,,,,,,
1495,Kingdom of Heaven,"$130,000,000.00 ","$211,643,158.00 ",en,16.296471,  Germany, Studio Babelsberg,Drama,Action,Adventure,History,5/3/2005,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",6.6,1187,,,,,,
10066,House of Wax,"$40,000,000.00 ","$68,766,121.00 ",en,7.163099,  United States of America, Village Roadshow Pictures,Horror,,,,4/30/2005,113,Released,Prey. Slay. Display,5.5,696,,,,,,
1640,Crash,"$6,500,000.00 ","$98,410,061.00 ",en,9.785147,  Germany, Lionsgate,Drama,,,,1/13/2004,112,Released,You think you know who you are. You have no idea.,7.2,1172,,,,,,
43881,San Francisco,"$1,300,000.00 ","$5,273,000.00 ",en,0.770164,  United States of America, Metro-Goldwyn-Mayer (MGM),Music,Drama,Romance,,6/26/1936,115,Released,She Fell In Love . . . with the toughest guy on the toughest street in the world !,7,13,,,,,,
10027,Unleashed,"$45,000,000.00 ","$50,871,113.00 ",en,7.90583,  France, Canal Plus,Action,Crime,,,2/2/2005,103,Released,Serve No Master,6.6,531,,,,,,
1895,Star Wars: Episode III - Revenge of the Sith,"$113,000,000.00 ","$850,000,000.00 ",en,13.165421,  United States of America, Lucasfilm,Science,name:,name:,,5/17/2005,140,Released,The saga is complete.,7.1,4200,,,,,,
9981,Kicking & Screaming,"$45,000,000.00 ","$56,070,433.00 ",en,9.875573,  United States of America, Universal Pictures,Romance,Comedy,Family,,5/13/2005,95,Released,One man could lead this team to glory. . . That man was busy,5.6,179,,,,,,
4379,Monster-in-Law,"$43,000,000.00 ","$154,749,918.00 ",en,6.328385,  United States of America, New Line Cinema,Romance,Comedy,,,5/13/2005,101,Released,This relationship is going to be a real mother.,5.6,413,,,,,,
27,9 Songs,"$1,000,000.00 ","$1,574,623.00 ",en,18.847707,  United Kingdom, Revolution Films,Drama,Music,Romance,,7/16/2004,66,Released,"2 lovers, one summer, and the 9 songs that defined them.",5.1,103,,,,,,
953,Madagascar,"$75,000,000.00 ","$532,680,671.00 ",en,16.136217,  United States of America, DreamWorks SKG,Family,Animation,,,5/25/2005,86,Released,Someone's got a zoo loose.,6.6,3322,,,,,,
13064,Airborne,"$2,600,000.00 ","$2,850,263.00 ",en,11.600224,  United States of America,,Action,Adventure,Comedy,,9/17/1993,91,Released,There are two kinds of people: those who get AIRBORNE...and those who don't.,6.1,20,,,,,,
12700,Dominion: Prequel to the Exorcist,"$30,000,000.00 ","$251,495.00 ",en,7.892677,  United States of America, Morgan Creek Productions,Horror,Thriller,,,5/20/2005,117,Released,"Go back before the beginning, to the place where evil was born.",4.8,77,,,,,,
9291,The Longest Yard,"$82,000,000.00 ","$190,320,568.00 ",en,7.349843,  United States of America, Paramount Pictures,Comedy,Drama,,,5/19/2005,113,Released,"If you can't get out, get even.",6.2,804,,,,,,
34309,Most Wanted,"$25,000,000.00 ","$11,838,218.00 ",en,10.323838,  United States of America, New Line Cinema,Action,Thriller,,,10/10/1997,99,Released,Sometimes the most patriotic thing a Marine can do...is disobey orders. From most honored to Most Wanted.,5.8,27,,,,,,
921,Cinderella Man,"$88,000,000.00 ","$108,539,911.00 ",en,6.363884,  United States of America, Miramax Films,Romance,Drama,History,,6/2/2005,144,Released,One man's extraordinary fight to save the family he loved.,7.3,630,,,,,,
9779,The Sisterhood of the Traveling Pants,"$25,000,000.00 ","$39,053,061.00 ",en,9.263965,  United States of America, DiNovi Pictures,Drama,Comedy,,,6/1/2005,119,Released,Laugh. Cry. Share the pants.,6.3,396,,,,,,
9787,Lords of Dogtown,"$25,000,000.00 ","$13,411,957.00 ",en,4.350049,  Germany, Columbia Pictures,Drama,,,,6/3/2005,107,Released,"They never thought they'd be famous, but they always thought they'd be friends.",7,215,,,,,,
787,Mr. & Mrs. Smith,"$110,000,000.00 ","$478,207,520.00 ",en,15.724373,  United States of America, Weed Road Pictures,Action,Comedy,Drama,Thriller,6/7/2005,120,Released,Smart and sexy.,6.5,3048,,,,,,
14199,The Adventures of Sharkboy and Lavagirl,"$50,000,000.00 ","$69,425,966.00 ",en,6.477862,  United States of America, Troublemaker Studios,Adventure,Family,Science,,6/10/2005,92,Released,Smaller heroes. Just as super.,4.4,278,,,,,,
12109,It's All Gone Pete Tong,"$2,000,000.00 ","$120,620.00 ",en,2.812182,  Canada,,Drama,Comedy,Music,,9/12/2004,90,Released,,7.1,53,,,,,,
11620,Quo Vadis,"$8,250,000.00 ","$30,000,000.00 ",en,11.840985,  United States of America, Metro-Goldwyn-Mayer (MGM),Drama,History,Romance,,11/8/1951,171,Released,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,7,64,,,,,,
272,Batman Begins,"$150,000,000.00 ","$374,218,673.00 ",en,28.505341,  United Kingdom, DC Comics,Action,Crime,Drama,,6/10/2005,140,Released,Evil fears the knight.,7.5,7511,,,,,,
11451,Herbie Fully Loaded,"$50,000,000.00 ","$66,002,004.00 ",en,9.35239,  United States of America, Walt Disney Pictures,Comedy,Family,Adventure,Fantasy,6/22/2005,101,Released,Start your engines...,5.1,559,,,,,,
11683,Land of the Dead,"$15,000,000.00 ","$46,770,602.00 ",en,9.478117,  Canada, Universal Pictures,Horror,,,,6/24/2005,93,Released,The dead shall inherit the Earth.,6,395,,,,,,
9722,Bewitched,"$85,000,000.00 ","$131,426,169.00 ",en,9.276085,  United States of America, Columbia Pictures Corporation,Comedy,Fantasy,Romance,,6/21/2005,102,Released,Be warned. Be ready.,4.8,463,,,,,,
28000,Somebody Up There Likes Me,"$1,920,000.00 ","$3,360,000.00 ",en,2.747776,  United States of America, Metro-Goldwyn-Mayer (MGM),Drama,,,,7/3/1956,113,Released,A Girl Can Lift A Fellow To The Skies!,6.8,30,,,,,,
38731,An Unmarried Woman,"$2,515,000.00 ","$24,000,000.00 ",en,1.148295,  United States of America, Twentieth Century Fox Film Corporation,Drama,Romance,Comedy,,5/26/1978,124,Released,"She laughs, she cries, she feels angry, she feels lonely, she feels guilty, she makes breakfast, she makes love, she makes do, she is strong, she is weak, she is brave, she is scared, she is... an unmarried woman.",6.1,17,,,,,,
74,War of the Worlds,"$132,000,000.00 ","$591,739,379.00 ",en,19.929377,  United States of America, Paramount Pictures,Adventure,Thriller,Science,,6/28/2005,116,Released,They're already here.,6.2,2397,,,,,,
1667,March of the Penguins,"$8,000,000.00 ","$127,392,239.00 ",fr,9.435123,  France, Wild Bunch,Documentary,Family,,,1/26/2005,80,Released,"In the harshest place on Earth, love finds a way.",6.9,371,,,,,,
7233,Rebound,"$45,000,000.00 ","$16,809,014.00 ",en,4.373457,  United States of America, Twentieth Century Fox Film Corporation,Comedy,Family,,,7/1/2005,103,Released,A comedy where old school ...meets middle school,5.2,96,,,,,,
9009,Dark Water,"$30,000,000.00 ","$25,473,093.00 ",en,6.53565,  United States of America, Vertigo Entertainment,Drama,Horror,Thriller,,6/27/2005,105,Released,"This Season, The Mystery Of The Darkness Will Consume Your Life",5.3,275,,,,,,
9738,Fantastic Four,"$100,000,000.00 ","$330,579,719.00 ",en,19.382082,  Germany, Twentieth Century Fox Film Corporation,Action,Adventure,Fantasy,Science,6/29/2005,106,Released,4 times the action. 4 times the adventure. 4 times the fantastic.,5.5,3040,,,,,,
14278,Murderball,"$300,000.00 ","$1,750,211.00 ",en,1.687901,  United States of America, Thinkfilm,Documentary,,,,7/22/2005,88,Released,,6.9,23,,,,,,
9522,Wedding Crashers,"$40,000,000.00 ","$285,176,741.00 ",en,11.100597,  United States of America, New Line Cinema,Comedy,Romance,,,7/14/2005,119,Released,Life's a Party. Crash It.,6.4,1406,,,,,,
1826,Russian Dolls,"$13,000,000.00 ","$23,727,301.00 ",fr,6.361343,  France, StudioCanal,Comedy,Drama,Romance,,6/15/2005,129,Released,,6.8,156,,,,,,
10476,Hustle & Flow,"$8,000,000.00 ","$23,563,727.00 ",en,7.422267,  United States of America, MTV Films,Drama,,,,7/22/2005,116,Released,The music will inspire them. The dream will unite them. This summer get crunk.,6.9,101,,,,,,
11309,Hardware,"$1,500,000.00 ","$5,728,953.00 ",en,6.026159,  United Kingdom, Palace Pictures,Horror,Science,name:,,9/14/1990,93,Released,You can't stop progress.,5.6,88,,,,,,
1635,The Island,"$126,000,000.00 ","$162,949,164.00 ",en,11.443647,  United States of America, DreamWorks SKG,Action,Thriller,Science,,7/20/2005,136,Released,Your time will come...,6.5,1813,,,,,,
13341,Bad News Bears,"$30,000,000.00 ","$34,252,847.00 ",en,4.469459,  United States of America, Paramount Pictures,Comedy,Family,,,7/22/2005,113,Released,The bases are loaded... so is the coach.,5.7,73,,,,,,
11459,Sky High,"$35,000,000.00 ","$86,369,815.00 ",en,8.061423,  United States of America, Walt Disney Pictures,Adventure,Comedy,Family,,7/29/2005,100,Released,Saving The World... One Homework Assignment At A Time.,5.8,568,,,,,,
10048,Stealth,"$135,000,000.00 ","$76,932,943.00 ",en,13.89018,  United States of America, Laura Ziskin Productions,Action,,,,7/28/2005,121,Released,Fear The Sky,4.9,341,,,,,,
11648,Must Love Dogs,"$30,000,000.00 ","$58,405,313.00 ",en,9.378926,  United States of America, Team Todd,Romance,Comedy,,,7/21/2005,98,Released,,5.8,142,,,,,,
16320,Serenity,"$39,000,000.00 ","$38,869,464.00 ",en,11.919995,  United States of America, Universal Pictures,Science,name:,name:,,8/25/2005,119,Released,Can't stop the signal.,7.4,1287,,,,,,
308,Broken Flowers,"$10,000,000.00 ","$45,742,101.00 ",en,6.589304,  France, Bac Films,Comedy,Drama,Mystery,Romance,5/17/2005,105,Released,Sometimes life brings some strange surprises.,6.8,359,,,,,,
26579,The Heart is Deceitful Above All Things,"$74,050.00 ","$176,153.00 ",en,2.789574,  United States of America, Wild Bunch,Drama,,,,9/15/2004,98,Released,Behind the greatest hoax of our time is the heartbreaking story that started it all.,5.7,38,,,,,,
18882,Man-Thing,"$7,500,000.00 ","$143,000.00 ",en,6.11959,  Australia, Lions Gate Films,Action,Horror,Science,,4/21/2005,97,Released,The Nature of Fear,4,38,,,,,,
6519,The Dukes of Hazzard,"$50,000,000.00 ","$110,803,676.00 ",en,9.039467,  United States of America, Village Roadshow Pictures,Action,Adventure,Comedy,,8/5/2005,104,Released,Cousins. Outlaws. Thrillbillies.,5.1,321,,,,,,
11453,Deuce Bigalow: European Gigolo,"$22,000,000.00 ","$22,400,154.00 ",en,5.341117,  United States of America, Columbia Pictures Corporation,Comedy,,,,8/6/2005,83,Released,For the women of Europe... The price of love just got a lot cheaper.,4.6,232,,,,,,
9913,The Skeleton Key,"$43,000,000.00 ","$91,974,818.00 ",en,10.947957,  Germany, Universal Pictures,Drama,Horror,Mystery,Thriller,7/29/2005,104,Released,Fearing Is Believing,6.4,588,,,,,,
8292,Four Brothers,"$45,000,000.00 ","$92,374,674.00 ",en,6.84109,  United States of America, Paramount Pictures,Action,Crime,,,8/11/2005,109,Released,They came home to bury mom... and her killer,6.7,617,,,,,,
13922,The Great Raid,"$80,000,000.00 ","$10,166,502.00 ",en,14.987902,  United States of America, Lawrence Bender Productions,Action,History,War,,8/12/2005,132,Released,The most daring rescue mission of our time is a story that has never been told,6.8,91,,,,,,
6957,The 40 Year Old Virgin,"$26,000,000.00 ","$109,449,237.00 ",en,11.519662,  United States of America, Universal Pictures,Comedy,Romance,,,8/11/2005,116,Released,"The longer you wait, the harder it gets",6.2,2020,,,,,,
11460,Red Eye,"$26,000,000.00 ","$57,891,803.00 ",en,6.336927,  United States of America, DreamWorks SKG,Horror,Thriller,,,8/4/2005,85,Released,Fear takes flight.,6.2,471,,,,,,
19404,Dilwale Dulhania Le Jayenge,"$13,200,000.00 ","$100,000,000.00 ",hi,34.457024,  India, Yash Raj Films,Comedy,Drama,Romance,,10/20/1995,190,Released,Come... Fall In Love,9.1,661,,,,,,
14175,Valiant,"$35,000,000.00 ","$19,478,106.00 ",en,11.836827,  United Kingdom, Vanguard Films,Animation,Family,Adventure,,3/25/2005,76,Released,"Some pigeons eat crumbs, others make history.",5.2,239,,,,,,
4442,The Brothers Grimm,"$88,000,000.00 ","$105,316,267.00 ",en,15.66148,  Czech Republic, The Weinstein Company,Adventure,Fantasy,Action,Comedy,8/26/2005,118,Released,Eliminating Evil Since 1812.,5.6,847,,,,,,
9042,The Cave,"$30,000,000.00 ","$15,007,991.00 ",en,8.077253,  Germany, Lakeshore Entertainment,Action,Adventure,Horror,Thriller,8/25/2005,97,Released,There are places man was never meant to go.,5.2,204,,,,,,
17926,Undiscovered,"$9,000,000.00 ","$1,046,166.00 ",en,1.494688,  United States of America, Lakeshore Entertainment,Comedy,Romance,,,8/26/2005,97,Released,They Know Each Other By Heart.,4.5,13,,,,,,
1985,The Constant Gardener,"$25,000,000.00 ","$82,466,670.00 ",en,11.556484,  China, Studio Babelsberg,Drama,Mystery,Thriller,,8/31/2005,129,Released,Love. At any cost.,6.9,428,,,,,,
9335,Transporter 2,"$32,000,000.00 ","$85,167,639.00 ",en,11.359659,  France, Twentieth Century Fox Film Corporation,Action,Thriller,Crime,,8/2/2005,87,Released,The Best In The Business Is Back In The Game.,6.2,1076,,,,,,
9007,Just Like Heaven,"$58,000,000.00 ","$102,854,431.00 ",en,8.351773,  United States of America, DreamWorks SKG,Comedy,Fantasy,Romance,,9/16/2005,95,Released,It's a wonderful afterlife.,6.5,595,,,,,,
9777,Proof,"$20,000,000.00 ","$7,535,331.00 ",en,7.983902,  United States of America, Miramax Films,Drama,Mystery,,,9/5/2005,100,Released,The biggest risk in life is not taking one.,6.2,182,,,,,,
1830,Lord of War,"$42,000,000.00 ","$24,127,895.00 ",en,8.745216,  France, Saturn Films,Crime,Drama,Thriller,,9/16/2005,122,Released,"Where there's a will, there's a weapon",7,1356,,,,,,
10092,Cry_Wolf,"$1,000,000.00 ","$10,047,674.00 ",en,9.454335,  United States of America, Universal Pictures,Horror,Thriller,,,9/16/2005,90,Released,Nobody believes a liar...even when they're telling the truth.,5.6,127,,,,,,
340,Everything is Illuminated,"$7,000,000.00 ","$2,697,930.00 ",en,7.738924,  United States of America, Stillking Films,Comedy,Drama,,,9/16/2005,106,Released,Leave Normal Behind.,7.4,251,,,,,,
8814,Doom,"$60,000,000.00 ","$55,987,321.00 ",en,11.953553,  Czech Republic, Di Bonaventura Pictures,Adventure,Action,Horror,,10/20/2005,105,Released,No one gets out alive.,5,619,,,,,,
9923,Domino,"$50,000,000.00 ","$22,944,502.00 ",en,6.394143,  France, New Line Cinema,Action,Crime,,,9/22/2005,127,Released,Heads You Live... Tails You Die.,6,450,,,,,,
7553,Waiting...,"$3,000,000.00 ","$18,637,690.00 ",en,5.054419,  United States of America, L.I.F.T. Production,Comedy,,,,10/7/2005,94,Released,What happens in the kitchen ends up on the plate.,6.2,241,,,,,,
8202,Æon Flux,"$62,000,000.00 ","$52,304,001.00 ",en,12.201912,  United States of America, Paramount Pictures,Action,Science,,,11/30/2005,93,Released,The Perfect World Meets The Perfect Assassin,5.4,717,,,,,,
1947,An Unfinished Life,"$30,000,000.00 ","$18,618,284.00 ",en,7.761954,  United States of America, Miramax Films,Drama,,,,9/9/2005,108,Released,Every secret takes on a life of its own.,6.7,165,,,,,,
8643,The Exorcism of Emily Rose,"$19,000,000.00 ","$144,216,468.00 ",en,10.966015,  United States of America, Lakeshore Entertainment,Crime,Drama,Horror,Thriller,9/9/2005,122,Released,What happened to Emily?,6.3,675,,,,,,
9315,Flightplan,"$55,000,000.00 ","$223,387,299.00 ",en,12.419851,  United States of America, Imagine Entertainment,Thriller,Drama,Mystery,,9/22/2005,98,Released,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,6.1,796,,,,,,
3933,Corpse Bride,"$40,000,000.00 ","$117,195,061.00 ",en,12.920032,  United States of America, Warner Bros.,Romance,Fantasy,Animation,Music,9/9/2005,77,Released,There's been a grave misunderstanding.,7.2,1957,,,,,,
59,A History of Violence,"$32,000,000.00 ","$60,740,827.00 ",en,11.119707,  United States of America, New Line Cinema,Drama,Thriller,Crime,,9/23/2005,96,Released,Tom Stall had the perfect life... until he became a hero.,6.9,850,,,,,,
257,Oliver Twist,"$50,000,000.00 ","$42,093,706.00 ",en,12.369935,  Czech Republic, R.P. Productions,Crime,Drama,Family,,9/23/2005,130,Released,,6.7,283,,,,,,
15487,The Greatest Game Ever Played,"$25,000,000.00 ","$15,431,177.00 ",en,6.969342,  United States of America, Walt Disney Pictures,Drama,Family,,,9/30/2005,120,Released,Based on a True Story,6.9,112,,,,,,
398,Capote,"$7,000,000.00 ","$49,084,830.00 ",en,6.01272,  Canada, Sony Pictures Classics,Crime,Drama,,,9/30/2005,114,Released,In Cold Blood,6.9,394,,,,,,
11968,Into the Blue,"$50,000,000.00 ","$44,434,439.00 ",en,10.022102,  United States of America, Columbia Pictures Corporation,Action,Thriller,Adventure,Crime,9/30/2005,110,Released,Treasure has its price.,5.8,466,,,,,,
14517,Mirrormask,"$4,000,000.00 ","$866,999.00 ",en,5.354783,  United Kingdom, Destination Films,Fantasy,,,,1/25/2005,101,Released,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,6.6,107,,,,,,
533,The Curse of the Were-Rabbit,"$30,000,000.00 ","$192,452,832.00 ",en,11.766244,  United Kingdom, Aardman Animations,Adventure,Animation,Comedy,Family,9/4/2005,85,Released,Something bunny is going on...,6.8,660,,,,,,
5236,Kiss Kiss Bang Bang,"$15,000,000.00 ","$15,785,148.00 ",en,11.76054,  United States of America, Silver Pictures,Action,Comedy,Crime,Mystery,9/5/2005,103,Released,SeX. MurdEr. MyStery. Welcome to the party.,7.2,900,,,,,,
9763,Goal!: The Dream Begins,"$30,000,000.00 ","$27,610,873.00 ",en,9.783762,  United Kingdom, Touchstone Pictures,Drama,,,,6/6/2005,118,Released,Every Dream Has A Beginning,6.6,244,,,,,,
10017,The Wraith,"$2,700,000.00 ","$3,500,000.00 ",en,7.657918,  United States of America, New Century Entertainment Corporation,Romance,Science,name:,,11/21/1986,93,Released,He's not from around here...,5.9,109,,,,,,
27759,55 Days at Peking,"$17,000,000.00 ","$10,000,000.00 ",en,2.972529,  United States of America, Allied Artists Pictures,Action,Drama,History,,5/6/1963,154,Released,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,6.5,38,,,,,,
10707,The Squid and the Whale,"$1,500,000.00 ","$11,098,131.00 ",en,10.952762,  United States of America, Destination Films,Comedy,Drama,,,10/5/2005,81,Released,Joint custody blows.,6.9,229,,,,,,
9910,Two for the Money,"$35,000,000.00 ","$30,526,509.00 ",en,9.003792,  United States of America, Universal Pictures,Comedy,Crime,Drama,Thriller,10/7/2005,122,Released,How much will you risk?,5.9,156,,,,,,
142,Brokeback Mountain,"$14,000,000.00 ","$178,043,761.00 ",en,11.787044,  Canada, River Road Entertainment,Drama,Romance,,,9/2/2005,134,Released,Love is a force of nature.,7.5,1531,,,,,,
